0,23,4842,56,3939,216,26739,75,401,378
0,28,4821,71,3939,188,26765,84,445,412
0,26,4821,61,3939,240,26734,77,383,358
0,10,4821,55,3939,216,26757,88,401,364
0,10,4821,58,3939,222,26713,91,399,358
1,58,4821,67,3935,194,26740,51,436,436
0,29,4821,60,3939,184,26750,73,439,418
0,28,4820,74,3936,242,26735,88,394,358
0,26,4829,56,3939,216,26739,71,401,380
0,10,4821,80,3932,216,26739,112,426,364
0,10,4821,57,3937,200,26739,90,418,380
0,18,4821,63,3939,234,26759,86,390,356
0,11,4823,56,3939,226,26746,87,391,356
0,10,4821,57,3939,186,26744,89,434,396
0,14,4821,79,3939,226,26731,107,414,358
0,14,4821,68,3940,226,26723,96,403,358
0,20,4821,64,3937,234,26735,86,392,356
0,22,4821,58,3939,234,26734,78,385,358
0,22,4824,61,3939,238,26743,81,386,356
0,10,4503,84,3937,224,26735,116,422,356
0,17,4824,56,3939,232,26741,81,386,356
1,79,4823,87,3939,258,26739,49,391,392
0,10,4816,55,3939,216,26739,88,401,364
0,22,4821,79,3939,238,26758,100,404,356
0,18,4820,66,3937,232,26735,91,396,356
0,10,4825,59,3939,186,26739,91,436,396
0,28,4820,77,3939,240,26747,90,399,360
0,28,4821,65,3947,242,26739,79,385,356
0,28,4824,67,3942,242,26739,80,386,358
0,10,4821,53,3939,214,26738,86,401,366
0,10,4821,85,3939,224,26742,116,422,358
0,22,4821,86,3939,234,26723,106,413,358
1,52,4826,62,3939,142,26739,52,483,482
0,24,4821,58,3939,240,26768,76,380,356
0,32,4825,63,3939,248,26763,73,377,356
0,10,4821,87,3939,218,26718,119,430,362
0,29,4824,76,3939,234,26748,89,404,366
0,12,4826,56,3939,226,26739,85,391,356
0,24,4816,60,3939,240,26739,78,383,356
0,22,4821,56,3939,234,26730,77,384,358
0,19,4823,56,3939,232,26720,80,387,358
0,29,4821,60,3939,244,26739,72,377,356
0,29,4821,58,3939,204,26742,71,416,396
0,10,4821,84,3939,222,26743,116,424,360
1,49,4821,60,3937,148,26752,53,475,474
0,29,4821,59,3939,244,26746,72,376,356
0,14,4823,55,3939,230,26750,83,388,356
0,14,4822,64,3939,226,26739,92,399,358
0,29,4817,76,3939,240,26737,89,398,360
0,22,4821,74,3940,238,26741,94,399,356
0,10,4823,55,3939,224,26739,86,392,358
0,29,4822,78,3939,238,26755,90,402,364
0,29,4817,67,3939,244,26739,79,384,356
0,10,4818,60,3937,226,26730,91,395,356
0,20,4821,63,3943,234,26739,86,391,356
0,14,4822,65,3941,230,26753,93,398,356
0,26,4824,60,3939,242,26739,75,379,356
0,20,4826,58,3939,234,26739,80,385,356
1,77,4828,84,3946,258,26739,49,388,390
1,74,4818,81,3935,260,26739,49,382,384
0,18,4821,65,3939,232,26722,89,395,358
0,15,4825,56,3939,230,26740,83,388,356
0,18,4821,58,3939,232,26735,82,388,358
0,10,4821,59,3939,224,26754,91,397,358
0,29,4821,75,3938,232,26739,88,405,368
0,29,4821,60,3939,178,26736,73,445,422
0,15,4821,62,3941,230,26739,89,395,358
0,24,4822,67,3939,240,26746,85,390,356
0,22,4824,61,3939,234,26731,81,388,358
0,14,4822,65,3942,230,26745,93,398,356
0,10,4821,56,3939,524,31649,89,95,58
0,22,4821,63,3939,234,26735,84,391,358
0,10,4820,56,3936,222,26733,88,396,358
0,14,4821,58,3939,226,26716,86,394,358
0,24,4821,58,3939,240,26741,75,380,356
0,28,4820,58,3935,208,26727,72,412,390
0,14,4821,56,3939,230,26744,85,389,356
0,19,4818,59,3939,234,26739,82,387,356
0,29,4821,58,3939,186,26715,72,435,414
0,17,4821,61,3938,232,26739,86,391,356
0,18,4821,62,3939,234,26770,85,389,356
0,10,4821,56,3938,224,26743,88,394,356
0,10,4821,54,3938,224,26739,86,392,356
0,10,4822,56,3937,222,26739,88,396,358
0,24,4821,58,3939,238,26733,76,383,358
0,19,4817,55,3938,234,26739,77,382,356
0,22,4821,56,3944,238,26744,76,381,356
0,18,4821,87,3939,232,26736,110,417,358
0,15,4821,58,3937,230,26739,84,390,358
0,10,4821,57,3939,208,26729,89,410,372
0,10,4821,55,3936,224,26729,87,393,358
0,26,4826,63,3939,240,26734,79,385,358
0,11,4825,55,3939,226,26743,86,390,356
0,13,4821,59,3939,226,26737,88,394,358
0,20,4823,74,3942,234,26739,96,402,356
0,18,4821,58,3944,232,26739,82,388,358
0,14,4820,65,3939,230,26739,93,398,356
0,28,4821,74,3939,224,26752,88,412,376
0,29,4821,74,3939,244,26754,88,392,356
0,24,4818,62,3939,238,26725,80,386,358
0,10,4821,54,3939,222,26749,86,394,358
0,10,4821,54,3939,216,26755,86,399,364
1,54,4819,63,3939,170,26709,52,456,454
0,16,4821,74,3935,230,26735,100,407,358
0,14,4821,63,3941,230,26764,91,396,356
0,22,4821,66,3932,234,26714,86,394,358
0,22,4821,62,3939,234,26725,82,390,358
0,10,4818,56,3939,208,26739,88,409,372
1,54,4821,63,3939,176,26768,52,450,450
0,28,4822,63,3939,242,26738,77,383,358
0,28,4821,75,3939,234,26762,89,403,364
0,15,4821,60,3937,230,26735,87,392,356
1,52,4821,62,3939,148,26742,52,478,476
0,32,4816,63,3939,248,26745,73,377,356
0,29,4818,66,3939,244,26739,79,383,356
0,28,4821,61,3940,178,26739,74,445,422
0,29,4821,71,3939,186,26735,84,448,414
0,19,4821,59,3939,234,26739,82,387,356
0,29,4821,57,3939,196,26720,70,423,404
0,10,4821,62,3939,222,26746,95,403,358
0,10,4821,56,3939,190,26756,88,427,390
0,26,4820,66,3934,240,26729,82,388,358
0,10,4820,58,3935,224,26733,90,396,358
0,17,4820,61,3935,232,26739,86,391,356
0,21,4818,74,3939,234,26735,95,402,358
0,15,4826,58,3944,230,26739,85,391,356
0,10,4821,85,3938,222,26739,116,425,360
0,10,4821,60,3944,224,26736,91,397,358
0,17,4817,61,3936,232,26739,86,391,356
0,18,4821,62,3939,234,26758,86,390,356
0,28,4823,62,3937,242,26739,76,382,356
0,28,4821,56,3939,174,26735,69,445,426
0,14,4824,57,3939,226,26738,85,392,358
0,10,4821,57,3934,196,26739,89,423,386
0,30,4824,70,3939,244,26739,82,387,356
0,10,4821,55,3939,226,26753,86,390,356
0,10,4821,56,3939,196,26731,89,423,384
0,10,4821,55,3934,216,26745,87,400,364
0,22,4825,63,3939,238,26741,83,388,356
0,10,4821,56,3944,176,26729,89,443,406
0,23,4817,64,3939,238,26739,83,389,358
0,24,4819,66,3939,240,26744,84,388,356
0,10,4821,72,3939,200,26746,104,434,380
0,29,4821,61,3940,242,26727,74,381,358
0,16,4821,60,3942,230,26735,86,393,358
0,28,4819,87,3939,242,26736,100,406,358
0,10,4821,60,3938,224,26721,91,397,358
0,18,4820,57,3936,232,26734,81,387,358
0,14,4821,56,3946,226,26739,84,391,358
0,21,4822,66,3939,234,26739,87,394,358
0,16,4821,60,3939,232,26754,85,390,356
0,29,4821,75,3939,240,26736,88,397,360
0,10,4821,71,3939,212,26742,103,422,370
0,19,4822,62,3939,232,26730,85,392,358
0,22,4819,56,3942,234,26709,76,383,358
0,18,4821,62,3939,232,26741,86,392,356
0,29,4821,60,3939,168,26735,73,455,432
0,21,4818,88,3933,234,26739,109,415,358
0,10,4821,62,3939,222,26744,94,402,360
0,23,4817,62,3939,238,26739,81,387,358
0,20,4819,54,3939,234,26739,76,381,356
0,21,4822,60,3938,234,26739,81,387,358
0,28,4821,61,3939,146,26730,74,479,456
0,23,4824,86,3939,238,26739,105,411,356
0,11,4821,81,3935,222,26739,113,422,360
0,10,4821,85,3956,216,26739,117,430,364
0,10,4821,56,3939,182,26720,89,438,400
0,10,4821,58,3939,214,26717,90,406,368
0,16,4821,63,3939,232,26752,89,394,356
0,9,4820,60,3939,224,26739,93,398,356
0,18,4822,59,3939,234,26770,83,387,356
0,28,4821,57,3939,188,26736,71,431,412
0,31,4826,67,3939,244,26739,78,384,358
0,21,4821,67,3935,234,26739,88,394,358
1,78,4820,85,3941,258,26739,50,389,390
0,27,4820,65,3938,242,26737,80,385,356
0,29,4825,75,3939,240,26749,88,397,360
1,52,4823,62,3939,146,26720,52,479,478
0,10,4821,76,3939,212,26709,108,426,370
0,19,4818,88,3941,234,26739,111,416,356
0,10,4821,57,3939,204,26728,90,416,378
0,10,4821,57,3939,200,26729,89,418,380
0,29,4821,57,3944,166,26739,70,454,436
0,28,4821,62,3944,164,26739,75,461,438
0,27,4823,59,3939,242,26739,74,379,356
0,28,4821,56,3937,216,26739,69,401,384
0,10,4821,83,3930,216,26739,115,428,364
0,28,4820,58,3939,204,26739,71,416,396
0,16,4818,65,3939,230,26723,90,397,358
0,14,4820,68,3939,226,26725,96,403,358
0,12,4821,86,3937,226,26739,116,421,356
0,19,4821,86,3939,234,26743,109,413,356
0,10,4825,55,3939,222,26729,87,396,360
0,17,4822,55,3939,232,26747,80,385,356
0,26,4821,58,3939,242,26753,74,377,356
0,17,4821,60,3938,232,26744,85,390,356
0,29,4824,78,3939,226,26739,91,413,374
0,29,4821,72,3932,238,26739,85,397,362
0,10,4821,54,3937,222,26739,86,394,358
0,25,4825,63,3938,240,26737,79,385,356
1,53,4821,64,3945,148,26749,53,479,478
0,10,4821,55,3939,224,26743,87,393,358
0,28,4821,71,3939,184,26761,84,450,416
0,17,4823,54,3939,232,26750,79,384,356
0,16,4816,62,3939,230,26730,87,394,358
0,14,4820,55,3939,226,26715,83,390,358
0,18,4821,65,3939,232,26729,89,395,358
0,28,4821,56,3939,194,26728,70,425,406
0,40,4819,89,3939,256,26739,91,396,356
0,10,4754,85,3939,224,26770,117,422,356
0,29,4821,87,3939,242,26725,100,406,358
0,15,4821,65,3936,230,26739,92,397,356
0,29,4821,63,3939,242,26720,76,383,358
0,11,4823,59,3939,226,26743,90,394,356
0,18,4821,65,3939,232,26736,89,395,358
0,17,4821,62,3938,232,26739,86,392,356
0,18,4819,62,3939,232,26732,85,392,358
0,26,4820,67,3939,242,26743,83,387,356
0,24,4821,62,3939,240,26758,79,384,356
0,14,4821,60,3939,226,26736,89,396,358
0,19,4821,67,3939,234,26739,89,394,356
0,16,4821,56,3939,230,26739,82,389,358
0,18,4823,55,3936,232,26734,79,385,356
0,14,4822,76,3939,230,26743,103,408,356
0,10,4821,60,3941,214,26739,92,408,366
1,56,4821,65,3939,184,26739,51,445,444
0,29,4821,60,3943,166,26739,73,457,436
0,16,4821,66,3939,230,26733,92,399,358
0,29,4825,77,3935,230,26739,90,410,370
0,19,4823,57,3939,234,26748,80,385,356
0,10,4821,58,3939,214,26735,90,406,368
0,16,4820,62,3939,230,26733,87,394,358
0,10,4821,62,3940,212,26739,94,412,370
0,28,4821,74,3937,238,26739,88,399,362
0,29,4824,68,3939,244,26739,81,385,356
0,10,4821,57,3939,188,26728,90,431,392
0,21,4822,66,3933,234,26735,87,394,358
0,10,4821,69,3939,218,26748,101,412,362
0,28,4821,75,3939,234,26748,89,403,364
0,24,4818,63,3943,240,26740,81,385,356
0,10,4821,57,3939,200,26750,89,418,380
0,10,4821,76,3933,222,26739,107,416,360
0,18,4820,56,3941,232,26739,80,386,356
0,22,4821,63,3939,238,26757,83,388,356
0,26,4821,60,3943,240,26717,76,382,358
0,10,4823,69,3939,216,26739,101,415,364
0,10,4821,56,3940,224,26739,89,394,356
0,43,4878,61,3939,146,26735,60,479,470
0,34,4819,90,3939,248,26739,98,405,358
0,32,4821,65,3939,248,26760,76,380,356
0,22,4821,74,3942,238,26743,94,399,356
0,18,4823,65,3945,232,26739,89,395,358
0,18,4821,58,3939,234,26745,81,385,356
0,29,4821,57,3939,232,26740,70,387,368
0,28,4818,75,3939,242,26736,89,395,358
0,22,4821,57,3939,238,26742,77,382,356
0,12,4824,56,3939,226,26739,86,391,356
0,28,4820,58,3931,208,26726,71,411,390
0,29,4821,65,3939,244,26754,79,383,356
0,10,4821,60,3939,206,26713,92,416,374
0,14,4821,61,3937,226,26736,89,396,358
0,18,4818,67,3939,232,26739,92,397,356
0,10,4821,62,3939,196,26763,94,428,386
0,16,4821,56,3939,230,26731,82,389,358
1,57,4827,68,3939,194,26733,53,437,434
0,10,4821,58,3938,194,26716,91,427,388
0,10,4821,60,3939,226,26746,91,395,356
0,16,4821,56,3939,230,26720,82,388,358
0,29,4820,77,3943,238,26762,90,402,362
0,23,4822,57,3937,238,26739,76,382,358
0,12,4824,65,3939,226,26739,96,401,356
0,16,4821,60,3939,230,26729,85,392,358
0,10,4821,58,3939,224,26748,90,396,358
0,31,4817,70,3939,244,26739,81,387,356
0,18,4821,72,3941,232,26739,97,403,356
0,11,4824,55,3939,226,26747,86,390,356
0,10,4821,58,3936,224,26738,89,396,358
1,52,4827,62,3940,148,26752,52,477,476
0,9,4820,55,3939,224,26739,87,392,356
