0,11,22,3,8
0,12,22,3,7
0,11,11,7,9
0,11,23,1,5
0,8,9,10,8
0,12,23,2,5
0,11,17,6,9
0,10,7,14,8
0,11,19,5,8
0,9,23,3,8
0,9,22,3,8
0,11,11,8,9
0,9,21,6,5
0,6,24,8,6
0,11,22,3,8
0,12,10,9,10
0,10,17,6,9
0,8,16,10,9
0,9,9,14,6
0,13,25,1,4
0,13,21,3,8
0,8,9,10,8
0,11,24,2,4
0,8,22,4,7
0,12,23,1,5
0,8,8,14,6
0,9,10,11,8
0,7,22,8,5
0,14,23,1,5
0,12,10,9,10
0,7,13,10,9
0,9,17,9,9
0,12,21,3,8
0,7,23,7,4
0,6,14,14,9
0,10,20,5,8
0,10,20,5,8
0,11,14,7,9
0,12,17,3,9
0,11,23,2,5
0,12,22,2,8
0,7,23,2,2
0,7,23,5,7
0,8,19,8,9
0,10,20,5,9
0,7,23,2,1
0,10,20,6,6
0,7,23,2,1
0,11,20,3,8
0,9,17,8,9
0,12,9,9,8
0,13,17,4,10
0,11,19,5,7
0,10,20,4,7
0,12,19,3,8
0,12,14,7,10
0,10,20,5,9
0,13,19,3,9
0,11,9,10,9
0,7,25,5,1
0,10,14,10,8
0,8,19,7,8
0,12,25,1,4
0,9,12,7,8
0,13,17,4,10
0,10,16,8,9
0,12,9,8,9
0,10,23,2,6
0,9,21,5,6
0,8,22,5,6
0,11,11,8,9
0,12,14,7,10
0,12,24,2,5
0,12,10,9,10
0,12,24,1,4
0,10,17,6,9
0,11,21,3,7
0,8,20,7,8
0,8,21,6,8
0,9,17,9,9
0,10,23,2,7
0,12,16,6,9
0,13,22,3,7
0,9,21,5,6
0,11,20,5,9
0,12,16,6,9
0,6,15,13,10
0,8,20,6,8
0,12,11,8,9
0,11,14,8,10
0,9,21,3,7
0,12,17,6,9
0,12,22,3,7
0,10,7,13,9
0,11,15,8,9
0,7,9,14,6
0,10,15,6,9
0,10,7,14,8
0,11,24,1,3
0,5,25,8,3
0,11,8,9,7
0,12,11,8,10
0,13,13,6,10
0,11,9,9,8
0,12,14,6,9
0,11,15,7,11
0,10,24,2,4
0,6,21,4,7
0,11,23,1,4
0,10,24,2,4
0,11,9,9,8
0,9,19,6,8
0,11,23,2,6
0,12,20,4,9
0,9,20,4,7
0,10,16,5,8
0,11,21,4,9
0,10,20,5,9
0,10,14,8,10
0,8,10,10,8
0,11,24,2,4
0,12,24,1,4
0,6,23,7,3
0,6,15,13,9
0,7,23,7,3
0,10,21,4,9
0,5,26,9,3
0,11,11,8,8
0,12,15,6,10
0,11,15,7,10
0,11,9,9,8
0,13,22,3,7
0,10,20,6,9
0,8,19,8,8
0,6,23,6,3
0,12,25,2,4
0,13,23,1,5
0,13,22,3,7
0,13,24,1,4
0,7,23,2,2
0,10,14,10,10
0,9,13,10,8
0,12,17,4,9
0,11,10,9,9
0,11,24,2,4
0,8,10,9,8
0,11,14,7,10
0,9,13,11,10
0,11,14,6,9
0,10,21,6,6
0,12,22,3,7
0,6,25,8,5
0,13,14,6,10
0,11,25,1,3
0,9,22,5,6
0,10,13,11,8
0,10,9,11,9
0,11,10,8,9
0,10,9,9,8
0,9,18,8,9
0,13,17,4,9
0,11,22,2,7
0,8,21,6,5
0,10,23,2,5
0,12,15,5,10
0,12,10,8,9
0,9,22,5,7
0,9,20,3,6
0,6,25,8,3
0,8,20,4,6
0,8,13,7,8
0,12,11,8,10
0,6,15,14,9
0,6,24,8,3
0,9,16,8,9
0,11,10,9,8
0,8,23,2,3
0,11,19,4,8
0,7,12,14,9
0,10,23,2,6
0,9,17,6,8
0,7,12,14,8
0,7,22,7,4
0,10,21,5,8
0,6,25,9,4
0,6,24,7,4
0,11,9,9,8
0,9,20,5,9
0,12,10,8,9
0,10,8,12,8
0,8,10,10,8
0,11,24,1,4
0,9,13,10,9
0,12,17,6,9
0,5,26,6,1
0,6,21,4,7
0,12,21,4,8
0,9,20,6,6
0,12,11,8,10
0,13,19,3,8
0,5,24,8,5
0,12,10,9,9
0,7,23,2,1
