0,15,16,2,14
0,16,16,2,12
0,15,8,6,15
0,15,17,1,9
0,10,6,8,13
0,16,17,1,9
0,15,12,5,16
0,13,5,11,14
0,14,14,3,14
0,12,17,2,14
0,11,16,2,14
0,15,8,6,17
0,12,16,4,9
0,7,18,6,10
0,15,16,1,14
0,16,7,7,18
0,14,12,4,16
0,11,12,8,16
0,12,6,11,11
0,17,18,0,8
0,18,16,2,14
0,10,6,8,13
0,15,17,1,8
0,11,16,3,12
0,16,17,0,8
0,11,6,11,10
0,11,7,9,14
0,9,16,6,8
0,19,17,0,9
0,17,7,7,17
0,9,10,8,15
0,12,13,7,16
0,16,16,2,13
0,8,17,6,6
0,7,10,11,16
0,13,15,3,14
0,14,14,4,14
0,15,10,5,16
0,16,12,2,16
0,15,17,1,9
0,16,16,1,14
0,9,17,1,3
0,10,17,4,11
0,11,14,6,15
0,14,15,3,16
0,9,17,1,1
0,13,15,4,11
0,9,17,1,1
0,15,14,2,14
0,12,12,7,15
0,16,6,7,14
0,17,13,3,17
0,14,14,4,12
0,13,14,3,13
0,17,14,2,14
0,17,10,5,17
0,13,15,4,16
0,18,14,2,16
0,14,7,8,17
0,9,18,4,2
0,14,10,8,15
0,10,14,6,14
0,16,18,1,7
0,12,9,5,15
0,17,12,3,18
0,13,12,6,15
0,16,7,6,16
0,13,17,1,10
0,11,16,4,10
0,10,17,3,11
0,15,8,6,16
0,16,10,5,18
0,16,17,1,8
0,16,7,7,17
0,16,18,0,7
0,13,12,5,16
0,15,16,2,12
0,10,14,6,14
0,10,16,5,13
0,11,13,7,17
0,14,17,1,13
0,16,12,5,17
0,17,16,2,13
0,12,16,4,10
0,14,15,4,17
0,15,12,5,16
0,8,11,11,17
0,11,15,5,15
0,16,8,6,16
0,15,10,6,17
0,12,16,2,13
0,16,12,5,16
0,16,16,2,12
0,13,5,11,15
0,14,11,6,16
0,9,6,11,10
0,14,11,5,17
0,13,5,11,15
0,15,18,1,6
0,6,18,6,5
0,15,6,7,13
0,16,8,6,18
0,17,9,5,17
0,14,6,7,15
0,16,10,5,17
0,15,11,6,19
0,13,18,1,6
0,7,16,3,12
0,14,17,0,8
0,14,18,1,8
0,15,6,7,15
0,12,14,4,15
0,14,17,1,10
0,16,15,3,16
0,12,15,3,12
0,13,12,3,15
0,15,15,2,15
0,13,15,4,16
0,14,10,6,18
0,11,7,8,15
0,15,18,1,8
0,16,18,0,6
0,8,17,6,6
0,7,11,10,17
0,8,17,5,6
0,14,15,3,16
0,6,19,7,4
0,15,8,6,15
0,16,11,4,19
0,15,11,6,17
0,14,7,7,15
0,17,16,2,12
0,13,14,4,16
0,10,14,6,14
0,8,17,5,5
0,16,18,1,8
0,17,17,0,8
0,17,16,2,13
0,17,18,1,7
0,9,17,1,3
0,13,11,8,17
0,12,10,8,13
0,16,12,3,16
0,15,7,7,17
0,15,17,1,7
0,10,7,7,13
0,15,10,5,18
0,12,10,9,17
0,15,11,5,16
0,14,15,4,10
0,16,16,2,12
0,7,19,6,9
0,17,10,4,17
0,15,18,0,6
0,12,16,4,11
0,13,9,9,15
0,13,6,9,15
0,15,7,7,15
0,13,6,7,14
0,12,13,6,16
0,17,13,3,17
0,15,16,1,13
0,10,16,4,8
0,13,17,1,9
0,17,11,4,18
0,16,7,6,15
0,11,16,3,12
0,11,15,2,10
0,7,19,6,5
0,10,15,3,11
0,10,10,5,14
0,16,8,6,17
0,7,11,12,17
0,8,18,6,5
0,12,12,6,16
0,15,7,7,15
0,10,17,1,4
0,15,14,3,15
0,9,8,11,16
0,13,17,1,10
0,12,12,4,15
0,9,9,11,15
0,9,16,6,7
0,14,15,3,13
0,7,19,7,6
0,8,18,6,7
0,14,6,7,15
0,12,15,4,15
0,16,7,7,16
0,14,6,10,14
0,11,7,8,15
0,15,17,1,7
0,12,10,8,16
0,17,12,5,17
0,6,19,5,1
0,7,16,3,12
0,16,15,2,13
0,12,14,4,11
0,15,8,6,17
0,18,14,2,14
0,7,18,6,9
0,15,7,7,16
0,9,17,1,1
0,16,17,1,7
0,11,15,5,13
0,17,11,4,18
0,17,14,2,14
0,13,17,1,13
0,13,15,4,12
0,13,9,9,14
0,16,17,0,7
0,15,17,0,6
0,13,16,1,13
0,11,12,8,16
0,16,10,5,16
0,18,12,3,18
0,12,12,4,15
0,12,11,9,14
0,9,16,5,8
0,8,17,2,4
0,6,19,7,9
0,13,15,3,15
0,11,10,9,14
0,16,18,0,7
0,9,13,7,14
0,12,12,8,16
0,10,10,5,14
0,6,17,3,5
0,14,7,6,14
0,18,11,4,19
0,8,11,10,17
0,6,19,7,5
0,13,10,8,15
0,10,9,10,16
0,14,12,4,16
0,13,11,6,15
0,8,17,6,5
0,15,8,6,17
0,15,10,5,18
0,13,17,1,10
0,14,15,3,15
0,8,11,11,16
0,12,12,5,14
0,14,15,3,15
0,13,17,1,12
0,16,8,6,16
0,12,10,8,17
0,13,9,9,15
0,10,10,5,14
0,11,16,3,11
0,16,6,7,15
